 -1.39, 18.42,115,-14.94
 -1.37, 21.18,113,-12.62
 -1.32, 26.40,111, -7.98
 -1.20, 25.81,109, -5.97
 -1.09, 25.81,107, -3.82
 -1.01, 20.03,105, -6.24
 -0.96, 16.53,104, -7.65
 -0.89, 13.45,103, -8.36
 -0.84,  8.34,102,-11.04
 -0.81,  5.22,101,-12.55
 -0.73,  0.12,100,-14.50
 -0.66, -6.74,99,-17.96
 -0.62, -6.74,98,-17.14
 -0.55, -8.60,97,-17.11
 -0.46,-15.39,96,-19.92
 -0.40,-24.00,95,-24.80
 -0.38,-29.78,94,-28.47
 -0.45,-36.99,93,-34.84
 -0.52,-40.13,92,-38.49
 -0.57,-40.13,91,-39.59
 -0.63,-40.52,90,-41.06
 -0.74,-45.49,89,-46.61
 -0.81,-45.31,88,-47.85
 -0.96,-42.17,87,-48.74
 -1.15,-44.83,85,-54.30
 -1.31,-33.35,83,-49.48
 -1.52,-33.35,81,-53.65
 -1.86,-17.70,79,-49.50
 -2.17, -4.19,76,-46.37
 -2.39, 15.27,73,-37.21
 -2.46, 24.79,70,-31.94
 -2.41, 24.58,67,-30.97
 -2.35, 26.26,64,-28.62
 -2.25, 26.26,61,-26.63
 -2.18, 22.27,58,-28.04
 -2.11, 16.99,55,-30.40
 -2.05, 16.53,52,-29.44
 -2.00, 11.10,49,-32.24
 -1.97,  5.75,47,-35.31
 -1.93,  8.20,45,-32.82
 -1.91,  8.20,43,-32.40
 -1.91,  6.07,41,-33.95
 -1.90,  6.56,39,-33.45
 -1.86,  9.11,37,-30.89
 -1.86,  4.84,35,-33.89
 -1.84,  5.05,33,-33.21
 -1.81,  6.14,31,-31.87
 -1.77,  6.14,29,-31.10
 -1.78,  0.95,27,-34.88
 -1.77,  1.48,25,-34.38
 -1.74,  1.72,23,-33.58
 -1.76, -4.02,21,-37.95
 -1.77, -3.42,19,-37.79
 -1.78, -2.89,17,-37.66
 -1.79, -2.89,15,-37.75
 -1.82, -5.31,13,-40.09
 -1.84,  0.54,11,-36.44
 -1.86,  0.85,9,-36.56
 -1.90, -1.57,7,-39.05
 -1.99,  3.65,5,-37.29
 -2.12,  5.05,2,-38.90
 -2.25,  5.05,0,-41.47
 -2.36,  8.86,-2,-40.94
 -2.44, 18.35,-4,-35.98
 -2.44, 20.34,-6,-34.51
 -2.40, 20.80,-8,-33.49
 -2.36, 21.43,-10,-32.24
 -2.31, 16.28,-12,-34.86
 -2.27, 15.27,-14,-34.63
 -2.22, 15.27,-16,-33.80
 -2.20, 15.69,-18,-33.03
 -2.17,  9.95,-20,-36.36
 -2.19,  7.29,-22,-38.74
 -2.28,  5.61,-24,-41.60
 -2.34, 13.06,-26,-37.59
 -2.39, 15.59,-28,-36.93
 -2.45, 15.59,-30,-38.16
 -2.45, 16.88,-32,-37.28
 -2.41, 21.43,-34,-33.27
 -2.36, 18.63,-36,-34.16
 -2.34, 16.95,-38,-34.94
 -2.28, 19.61,-40,-31.90
 -2.23, 15.41,-42,-33.84
 -2.19, 15.41,-44,-33.02
 -2.16, 14.99,-46,-32.73
 -2.11, 16.53,-48,-30.65
 -2.11, 11.35,-50,-34.22
 -2.11, 13.17,-52,-32.99
 -2.12, 16.46,-54,-30.91
 -2.13, 15.31,-56,-31.98
 -2.13, 15.31,-58,-31.82
 -2.11, 19.40,-60,-28.61
 -2.06, 19.01,-62,-27.82
 -2.00, 14.89,-64,-29.62
 -1.96, 16.28,-65,-27.72
 -1.90, 14.36,-66,-27.88
 -1.87,  9.49,-67,-30.82
 -1.85,  9.49,-68,-30.35
 -1.82, 10.23,-69,-29.31
 -1.82,  8.51,-70,-30.53
 -1.84,  7.57,-71,-31.58
 -1.86, 12.78,-72,-28.27
 -1.89, 12.61,-73,-28.88
 -1.89, 10.79,-74,-30.33
 -1.90, 10.79,-75,-30.51
 -1.92,  8.62,-76,-32.45
 -1.93, 12.61,-77,-29.82
 -1.92, 14.32,-78,-28.37
 -1.92, 11.91,-79,-30.03
 -1.89, 15.10,-80,-27.28
 -1.86, 15.44,-81,-26.39
 -1.83, 14.53,-82,-26.42
 -1.79, 14.53,-83,-25.72
 -1.75, 16.64,-84,-23.29
 -1.70, 13.63,-85,-24.52
 -1.67, 10.61,-86,-25.92
 -1.62, 12.54,-87,-23.66
 -1.59,  8.06,-88,-26.19
 -1.57,  5.36,-89,-27.59
 -1.55,  5.36,-90,-27.19
 -1.53,  7.15,-91,-25.66
 -1.53,  4.39,-92,-27.60
 -1.58,  6.59,-93,-26.92
 -1.61, 10.26,-94,-25.08
 -1.63, 10.16,-95,-25.51
 -1.64, 13.80,-96,-23.17
 -1.62, 13.80,-97,-22.81
 -1.58, 15.62,-98,-20.73
 -1.56, 11.45,-99,-23.11
 -1.52, 12.30,-100,-21.84
 -1.49, 11.45,-101,-21.76
 -1.46,  8.69,-102,-23.16
 -1.43,  9.22,-103,-22.23
 -1.42,  5.72,-104,-24.36
 -1.41,  3.86,-105,-25.44
 -1.40,  5.43,-106,-24.26
 -1.43,  3.34,-107,-26.18
 -1.46,  4.39,-108,-26.12
 -1.49,  7.92,-109,-24.21
 -1.52,  7.64,-110,-24.98
 -1.54,  7.64,-111,-25.48
 -1.55, 10.97,-112,-23.41
 -1.54, 14.40,-113,-20.74
 -1.52, 12.47,-114,-21.68
 -1.50, 15.48,-115,-19.18
 -1.46, 14.99,-116,-18.75
 -1.44, 11.60,-117,-20.63
 -1.40, 20.56,-118,-13.51
 -1.36, 13.63,-119,-17.57
 -1.31, 12.82,-120,-17.24
 -1.28,  9.46,-121,-18.99
 -1.24,  9.70,-122,-18.05
 -1.20,  7.78,-123,-18.64
 -1.18,  4.74,-124,-20.32
 -1.17,  1.83,-125,-22.03
 -1.15,  1.83,-126,-21.74
 -1.16,  2.39,-127,-21.47
 -1.19,  4.60,-128,-20.54
 -1.23,  4.32,-129,-21.53
 -1.25,  9.60,-130,-18.27
 -1.25, 13.14,-131,-15.74
 -1.24, 13.27,-132,-15.60
 -1.22, 13.27,-133,-15.03
 -1.17, 15.90,-134,-12.19
 -1.13, 14.11,-135,-12.66
 -1.09, 12.12,-136,-13.27
 -1.05, 12.40,-137,-12.28
 -1.02,  9.95,-138,-13.35
 -0.99,  9.01,-138,-13.42
 -0.95,  9.01,-138,-12.75
 -0.92,  9.35,-138,-11.93
 -0.91,  6.87,-138,-13.35
 -0.91,  6.69,-138,-13.43
 -0.90,  9.18,-138,-11.54
 -0.88, 12.54,-138, -8.81
 -0.86, 13.66,-138, -7.62
 -0.83, 13.66,-138, -7.06
 -0.79, 14.26,-138, -5.84
 -0.75, 15.41,-138, -4.15
 -0.70, 14.74,-138, -3.76
 -0.67, 14.05,-138, -3.49
 -0.63, 14.15,-138, -2.64
 -0.59, 12.99,-138, -2.73
 -0.55, 12.99,-138, -1.93
 -0.51, 12.40,-138, -1.54
 -0.48, 12.51,-138, -0.75
 -0.44, 12.26,-138, -0.17
 -0.40, 11.56,-138,  0.03
 -0.38, 10.93,-138,  0.09
 -0.35, 10.97,-138,  0.61
 -0.33, 10.97,-138,  1.15
 -0.31, 12.09,-138,  2.30
 -0.29, 12.75,-138,  3.10
 -0.24, 18.77,-138,  8.30
 -0.20, 18.21,-138,  8.73
 -0.15, 18.77,-138, 10.08
 -0.11, 17.93,-138, 10.40
 -0.06, 17.93,-138, 11.26
 -0.02, 18.32,-138, 12.46
  0.03, 19.85,-137, 14.51
  0.07, 18.14,-136, 14.19
  0.12, 18.60,-135, 15.44
  0.17, 19.58,-134, 17.05
  0.21, 18.39,-133, 17.09
  0.26, 18.39,-132, 18.04
  0.30, 19.96,-131, 19.98
  0.35, 20.94,-130, 21.60
  0.39, 18.98,-129, 21.06
  0.44, 21.71,-128, 23.97
  0.48, 21.53,-127, 24.71
  0.52, 20.03,-126, 24.46
  0.57, 20.03,-125, 25.45
  0.63, 23.11,-124, 28.70
  0.69, 27.20,-123, 32.75
  0.75, 30.04,-122, 36.07
  0.81, 27.34,-121, 35.28
  0.87, 30.00,-120, 38.41
  0.94, 33.61,-119, 42.33
  1.02, 33.61,-117, 43.85
  1.12, 27.87,-115, 41.98
  1.33, 30.99,-113, 48.23
  1.64, 25.39,-111, 50.61
  1.90,  7.95,-109, 43.66
  2.15, -3.53,-106, 40.57
  2.22,-21.48,-103, 29.41
  2.29,-21.48,-100, 30.82
  2.24,-33.69,-97, 21.26
  2.18,-31.03,-94, 21.97
  2.13,-31.77,-91, 20.35
  2.05,-31.00,-88, 19.39
  2.02,-27.71,-85, 20.96
  1.93,-28.97,-83, 18.39
  1.85,-28.97,-81, 16.72
  1.79,-27.95,-79, 16.21
  1.75,-24.45,-77, 17.90
  1.68,-26.52,-75, 15.00
  1.76, 34.83,-73, 59.60
  1.82, 34.35,-71, 60.41
  1.86, 39.14,-69, 64.64
  1.91, 39.14,-67, 65.50
  1.98, 37.60,-65, 65.91
  2.03, 34.17,-62, 64.52
  2.09, 43.65,-59, 72.28
  2.29, 41.13,-56, 74.64
  2.56, 34.76,-53, 75.45
  2.96, 30.70,-50, 80.66
  3.30,  1.44,-46, 67.02
  3.75,  1.44,-42, 76.07
  4.13,-25.40,-37, 64.88
  4.36,-44.69,-32, 55.85
  4.33,-71.29,-27, 36.64
  4.20,-75.17,-22, 31.39
  4.02,-72.40,-17, 29.71
  3.83,-75.83,-13, 23.58
  3.67,-75.83,-9, 20.25
  3.53,-71.32,-5, 20.76
  3.35,-69.50,-1, 18.26
  3.22,-70.58,2, 15.03
  3.04,-68.07,5, 13.24
  2.78,-65.82,7,  9.58
  2.54,-59.77,9,  8.87
  2.24,-59.77,11,  3.02
  1.85,-45.17,12,  5.37
  1.47,-25.58,13, 11.41
  1.19, -2.72,14, 21.84
  1.06, 17.58,15, 33.56
  1.06, 28.36,16, 41.00
  1.06, 31.16,17, 42.96
  1.13, 31.16,18, 44.44
  1.19, 36.80,19, 49.59
  1.25, 34.07,20, 48.88
  1.32, 35.75,21, 51.44
  1.41, 40.51,22, 56.46
  1.54, 35.18,23, 55.41
  1.67, 34.14,24, 57.29
  1.90, 34.14,25, 61.80
  2.23, 30.08,27, 65.70
  2.60,  6.03,29, 56.18
  2.95,-13.18,31, 49.80
  3.16,-32.65,34, 40.35
  3.18,-54.87,37, 25.20
  3.12,-56.34,40, 23.05
  3.02,-56.34,43, 20.88
  2.88,-55.64,45, 18.57
  2.78,-56.87,47, 15.88
  2.67,-53.44,49, 15.93
  2.57,-52.07,51, 14.88
  2.43,-52.56,53, 11.88
  2.29,-50.85,55, 10.13
  2.15,-47.35,57,  9.79
  1.94,-47.35,58,  5.61
  1.54,-40.69,59,  2.31
  1.16,-23.34,60,  6.89
  0.84, -2.89,60, 14.75
  0.69, 17.26,60, 25.96
  0.71, 32.32,60, 36.86
  0.74, 36.17,60, 40.07
  0.81, 36.17,60, 41.60
  0.89, 38.09,60, 44.46
  0.96, 40.99,60, 47.81
  1.05, 37.15,61, 46.92
  1.03,-38.84,62, -6.60
  0.95,-44.51,62,-12.11
  0.89,-39.47,62, -9.91
  0.78,-39.47,62,-12.07
  0.69,-36.25,62,-11.53
  0.60,-33.76,62,-11.57
  0.53,-32.08,62,-11.85
  0.35,-27.78,62,-12.43
  0.03,-21.48,62,-14.35
 -0.26,-10.11,61,-12.22
 -0.55,-10.11,60,-18.02
 -0.84, 10.61,59, -9.39
 -1.02, 30.70,57,  1.12
 -0.96, 46.14,56, 13.14
 -0.86, 52.97,55, 19.83
 -0.75, 53.94,54, 22.73
 -0.64, 55.38,53, 25.99
 -0.51, 55.38,52, 28.59
 -0.38, 52.65,51, 29.21
 -0.28, 55.28,50, 33.14
 -0.14, 55.83,49, 36.38
  0.06, 50.62,49, 36.61
  0.39, 51.56,49, 43.85
  0.69, 38.55,49, 40.76
  1.11, 38.55,50, 49.22
  1.47, 11.77,51, 37.57
  1.69, -1.64,52, 32.65
  1.73,-18.26,53, 21.76
  1.71,-22.64,54, 18.43
  1.61,-17.10,55, 20.31
  1.52,-14.17,56, 20.50
  1.47,-14.17,57, 19.50
  1.45,-10.28,58, 21.83
  1.39, -5.84,59, 23.63
  1.35, -3.95,60, 24.22
  1.33, -0.55,61, 26.28
  1.31,  5.82,62, 30.24
  1.32,  6.69,63, 31.05
  1.33,  6.69,64, 31.25
  1.36, 12.30,65, 35.88
  1.42, 12.72,66, 37.23
  1.46,  6.10,67, 33.50
  1.49,  6.35,68, 34.24
  1.52,  5.72,69, 34.40
  1.52,  3.09,70, 32.52
  1.52,  7.82,71, 35.96
  1.53,  7.82,72, 36.15
  1.61,  7.15,73, 37.30
  1.75,  1.62,74, 36.15
  1.97,  0.43,75, 39.67
  2.14,-11.19,77, 35.06
  2.16,-20.40,79, 28.97
  2.19,-18.12,81, 31.02
  2.15,-18.12,83, 30.40
  2.09,-19.59,85, 28.08
  2.04,-16.68,87, 29.11
  2.03, -9.61,89, 33.89
  2.04,-12.38,91, 32.22
  2.05,-14.62,93, 30.76
  2.05,-15.74,95, 30.04
  2.04,-15.74,97, 29.73
  1.98,-20.43,98, 25.31
  1.94,-17.25,99, 26.68
  1.87,-14.06,100, 27.56
  1.81,-14.44,101, 26.17
  1.80, -8.11,102, 30.38
  1.80, -6.05,103, 31.68
  1.77, -6.05,104, 31.15
  1.76, -8.56,105, 29.13
  1.76, -5.77,106, 31.14
  1.74, -7.20,107, 29.70
  1.73, -8.53,108, 28.58
  1.73, -3.77,109, 31.97
  1.73, -5.31,110, 30.88
  1.70,-15.67,111, 23.08
  1.69,-12.59,112, 25.05
  1.67,-17.28,113, 21.26
  1.62,-15.81,114, 21.38
  1.58,-13.75,115, 21.99
  1.53,-14.34,116, 20.57
  1.49, -8.60,117, 23.82
  1.43, -8.60,118, 22.57
  1.39, -4.15,119, 24.88
  1.36, -3.03,120, 25.04
  1.35,  2.95,121, 29.04
  1.37,  4.88,122, 30.79
  1.42,  2.57,123, 30.15
  1.54,  5.15,124, 34.51
  1.63,  5.15,125, 36.30
  1.72, -1.39,126, 33.47
  1.79, -6.57,127, 31.12
  1.80, -4.99,128, 32.56
  1.78, -7.10,129, 30.55
  1.76, -3.98,130, 32.48
  1.77,  2.60,131, 37.32
  1.78,  0.46,132, 35.98
  1.81,  0.46,133, 36.51
  1.89,  3.26,134, 40.07
  1.96,  2.28,135, 40.81
  2.00, -6.32,137, 35.66
  2.02, -7.06,139, 35.54
  2.03, -8.77,141, 34.36
  2.02,-13.05,143, 31.22
  1.99,-13.05,144, 30.77
  2.00, -8.43,145, 34.08
  1.99, -7.34,146, 34.69
  2.01, -7.97,148, 34.56
  2.01,-11.51,150, 32.16
  2.00,-12.24,151, 31.35
  1.99, -7.44,152, 34.60
  1.97, -7.44,153, 34.14
  1.94, -9.23,154, 32.38
  1.91, -9.06,155, 31.86
  1.89, -5.31,156, 34.04
  1.87,-10.84,157, 29.79
  1.85,-11.05,158, 29.35
  1.85, -7.94,159, 31.35
  1.83, -7.94,160, 31.12
  1.82,-12.52,161, 27.68
  1.82,-10.81,162, 28.77
  1.81, -8.32,163, 30.35
  1.78,-13.75,164, 26.04
  1.76,-12.45,165, 26.47
  1.73,-12.91,166, 25.66
  1.69,-12.91,167, 24.81
  1.65,-16.75,168, 21.33
  1.61,-14.34,169, 22.18
  1.55,-13.60,170, 21.53
  1.49,-17.39,171, 17.71
  1.45,-10.45,172, 21.60
  1.40, -8.81,173, 21.87
  1.37, -8.81,174, 21.20
  1.34, -9.40,175, 20.16
