  0.73,-24.14,119, 35.75
  0.68,-24.45,119, 34.72
  0.65,-20.18,119, 36.62
  0.62,-24.32,119, 33.53
  0.59,-23.97,119, 33.08
  0.56,-21.41,119, 34.04
  0.52,-25.92,119, 30.61
  0.49,-23.68,119, 31.24
  0.45,-21.66,119, 31.67
  0.38,-25.16,119, 28.29
  0.33,-21.55,119, 29.32
  0.26,-19.34,119, 29.34
  0.21,-19.34,119, 28.29
  0.16,-21.51,119, 26.08
  0.16,-17.98,119, 28.13
  0.17,-19.56,119, 27.41
  0.16,-23.26,119, 24.91
  0.14,-20.15,119, 26.45
  0.09,-24.14,119, 22.94
 -0.01,-23.97,118, 20.80
 -0.07,-19.20,117, 22.09
 -0.13,-19.66,116, 20.32
 -0.19,-16.83,115, 20.55
 -0.27,-12.45,114, 21.41
 -0.32,-10.88,113, 20.95
 -0.36, -3.35,112, 24.37
 -0.39,  2.39,111, 26.97
 -0.38,  2.39,110, 26.74
 -0.37, -0.09,109, 25.19
 -0.34,  3.79,108, 27.91
 -0.33,  3.40,107, 27.63
 -0.33, -1.60,106, 24.20
 -0.30,  2.81,105, 27.20
 -0.26,  1.10,104, 26.58
 -0.23, -2.16,103, 24.95
 -0.21, -1.01,102, 25.88
 -0.20, -2.72,101, 24.57
 -0.22, -4.40,100, 22.93
 -0.22, -1.25,99, 24.48
 -0.22, -3.66,98, 22.80
 -0.22, -3.63,97, 22.59
 -0.19, -2.51,96, 23.41
 -0.16, -2.51,95, 23.77
 -0.13, -7.20,94, 21.35
 -0.11, -8.15,93, 20.89
 -0.09, -8.07,92, 20.93
 -0.10,-11.82,91, 18.18
 -0.12,-10.14,90, 18.50
 -0.14, -9.76,89, 18.10
 -0.16,-11.96,88, 16.12
 -0.15, -9.79,87, 17.16
 -0.15,-11.51,86, 15.88
 -0.15,-13.85,85, 14.18
 -0.14,-12.31,84, 15.01
 -0.16,-15.81,83, 12.30
 -0.18,-16.97,82, 10.85
 -0.20,-14.73,81, 11.53
 -0.23,-17.94,80,  8.55
 -0.27,-17.94,79,  7.49
 -0.30,-16.72,78,  7.46
 -0.31,-14.66,77,  8.05
 -0.34,-18.75,76,  4.73
 -0.36,-17.03,75,  5.08
 -0.37,-17.03,74,  4.51
 -0.40,-20.57,73,  1.53
 -0.43,-18.82,72,  1.72
 -0.47,-20.64,71, -0.48
 -0.51,-22.35,70, -2.70
 -0.56,-18.82,69, -1.77
 -0.61,-20.11,68, -3.79
 -0.64,-20.47,67, -5.06
 -0.68,-17.70,66, -4.34
 -0.71,-20.57,65, -6.98
 -0.74,-20.57,64, -7.86
 -0.76,-19.73,63, -8.09
 -0.78,-18.75,62, -8.30
 -0.83,-22.74,61,-11.86
 -0.88,-21.55,60,-12.45
 -0.93,-21.02,59,-13.45
 -0.99,-23.76,58,-16.64
 -1.04,-21.06,56,-16.60
 -1.08,-22.18,54,-18.75
 -1.13,-24.70,52,-21.82
 -1.18,-21.93,50,-21.80
 -1.24,-24.52,48,-25.18
 -1.31,-24.28,46,-26.97
 -1.37,-18.92,44,-25.47
 -1.42,-19.80,42,-27.67
 -1.46,-19.80,40,-29.12
 -1.49,-17.42,38,-28.88
 -1.52,-15.50,36,-28.81
 -1.56,-17.94,34,-31.79
 -1.61,-16.19,32,-32.22
 -1.68,-15.46,30,-33.81
 -1.74,-15.11,28,-35.53
 -1.79, -9.61,26,-33.68
 -1.84, -8.64,24,-34.73
 -1.88, -8.32,22,-35.89
 -1.91, -4.93,20,-35.08
 -1.92, -5.69,18,-36.32
 -1.91, -4.82,16,-36.32
 -1.91, -4.51,14,-36.64
 -1.90, -7.62,12,-39.04
 -1.89, -7.62,10,-39.30
 -1.91, -7.76,8,-40.50
 -1.96, -6.01,6,-41.01
 -2.00, -7.13,4,-43.06
 -2.02, -3.95,1,-42.49
 -2.05, -2.89,-1,-42.98
 -2.06, -3.63,-3,-44.32
 -2.11, -1.36,-5,-44.46
 -2.22, -1.43,-7,-47.31
 -2.35,  1.55,-9,-48.86
 -2.45,  9.01,-11,-46.92
 -2.50, 14.22,-13,-45.40
 -2.45, 16.04,-15,-43.94
 -2.35, 18.39,-17,-41.13
 -2.26, 14.81,-19,-42.02
 -2.18, 12.44,-21,-42.48
 -2.17, 12.44,-23,-42.81
 -2.16,  9.99,-25,-44.68
 -2.17,  9.77,-27,-45.63
 -2.20, 14.22,-29,-44.14
 -2.20, 14.71,-31,-44.43
 -2.16, 13.59,-33,-45.03
 -2.14, 14.15,-35,-44.80
 -2.12, 13.14,-37,-45.68
 -2.10, 12.44,-39,-46.21
 -2.10, 12.51,-41,-46.87
 -2.17, 11.52,-43,-49.45
 -2.21, 16.01,-45,-48.20
 -2.24, 19.47,-47,-47.32
 -2.20, 20.42,-49,-46.44
 -2.19, 24.16,-51,-44.56
 -2.15, 24.16,-53,-44.30
 -2.07, 21.99,-55,-44.61
 -2.00, 18.00,-57,-46.39
 -1.97, 17.86,-58,-46.03
 -1.94, 14.99,-59,-47.50
 -1.94, 12.86,-60,-49.04
 -1.98, 16.39,-61,-48.10
 -2.00, 16.64,-63,-48.99
 -2.00, 18.94,-65,-48.15
 -1.99, 22.97,-66,-45.82
 -1.97, 21.25,-67,-46.78
 -1.91, 21.15,-68,-45.94
 -1.85, 21.78,-69,-44.67
 -1.79, 16.81,-70,-46.72
 -1.73, 17.16,-71,-45.57
 -1.73, 17.58,-72,-45.60
 -1.70, 17.58,-73,-45.41
 -1.71, 16.88,-74,-46.21
 -1.70, 21.25,-75,-43.81
 -1.65, 22.31,-76,-42.46
 -1.58, 20.76,-77,-42.29
 -1.53, 20.59,-78,-41.74
 -1.49, 16.25,-79,-43.84
 -1.49, 14.43,-80,-45.21
 -1.48, 16.77,-81,-43.76
 -1.47, 14.36,-82,-45.41
 -1.44, 14.50,-83,-45.02
 -1.38, 14.85,-84,-43.81
 -1.35, 10.37,-85,-46.32
 -1.36, 10.72,-86,-46.52
 -1.36, 10.93,-87,-46.80
 -1.38,  8.97,-88,-48.69
 -1.42,  8.97,-89,-49.71
 -1.43, 14.64,-90,-46.72
 -1.40, 17.06,-91,-45.02
 -1.37, 15.65,-92,-45.63
 -1.32, 17.23,-93,-44.06
 -1.32, 15.86,-94,-45.11
 -1.37, 14.95,-95,-46.97
 -1.44, 20.80,-96,-45.06
 -1.48, 21.50,-97,-45.80
 -1.48, 24.83,-98,-44.13
 -1.42, 28.57,-99,-40.93
 -1.34, 24.44,-100,-42.15
 -1.27, 23.70,-101,-41.42
 -1.20, 23.25,-102,-40.56
 -1.14, 19.01,-103,-42.25
 -1.07, 19.01,-104,-41.21
 -1.03, 20.20,-105,-39.99
 -1.01, 19.40,-106,-40.31
 -0.99, 16.60,-106,-41.55
 -0.95, 19.23,-106,-39.30
 -0.92, 18.88,-106,-38.91
 -0.86, 15.65,-106,-39.65
 -0.79, 16.32,-106,-37.83
 -0.74, 13.24,-106,-38.70
 -0.71, 10.02,-106,-39.90
 -0.71, 11.35,-106,-39.19
 -0.74,  9.32,-106,-41.10
 -0.79, 10.76,-106,-41.13
 -0.81, 14.43,-106,-39.26
 -0.83, 12.51,-106,-40.81
 -0.79, 13.59,-106,-39.42
 -0.74,  4.63,-106,-43.78
 -0.65, 12.51,-106,-37.34
 -0.56,  7.22,-106,-38.77
 -0.54,  5.09,-106,-39.48
 -0.56,  4.11,-106,-40.48
 -0.59,  3.40,-106,-41.47
 -0.62,  9.49,-106,-38.42
 -0.63, 10.23,-106,-38.21
 -0.62,  8.86,-106,-38.79
 -0.58, 12.61,-106,-35.84
 -0.55, 10.72,-106,-36.42
 -0.52,  9.43,-106,-36.59
 -0.47, 10.82,-106,-34.79
 -0.45,  6.63,-106,-36.77
 -0.42,  6.35,-106,-36.40
 -0.41,  8.41,-106,-35.00
 -0.42,  8.41,-106,-35.14
 -0.44,  5.40,-106,-37.37
 -0.46,  9.32,-106,-35.34
 -0.46, 11.91,-106,-33.87
 -0.47,  9.15,-106,-35.72
 -0.49, 11.35,-106,-34.80
 -0.49, 12.15,-106,-34.33
 -0.47,  9.99,-106,-35.20
 -0.44, 13.98,-106,-32.27
 -0.42, 11.84,-106,-33.05
 -0.40,  9.84,-106,-33.85
 -0.40, 13.52,-106,-31.71
 -0.41, 11.03,-106,-33.35
 -0.41, 11.81,-106,-33.02
 -0.41, 13.94,-106,-31.72
 -0.40, 13.94,-106,-31.52
 -0.38, 12.54,-106,-31.95
 -0.36, 13.77,-106,-30.82
 -0.35, 15.38,-106,-29.65
 -0.36, 12.33,-106,-31.57
 -0.33, 15.94,-106,-28.92
 -0.30, 17.13,-106,-27.53
 -0.28, 12.02,-106,-30.13
 -0.25, 15.41,-106,-27.58
 -0.23, 15.52,-106,-27.04
 -0.21, 12.75,-106,-28.38
 -0.18, 14.89,-106,-26.38
 -0.13, 13.45,-106,-26.39
 -0.11, 11.24,-106,-27.18
 -0.07, 14.43,-106,-24.61
 -0.05,  5.47,-106,-29.49
 -0.03,  9.81,-106,-26.59
 -0.03,  8.73,-106,-27.20
 -0.02, 11.74,-106,-25.20
 -0.01,  9.43,-106,-26.36
  0.03, 10.30,-105,-24.79
  0.08, 11.52,-104,-22.78
  0.10,  6.56,-103,-25.02
  0.11,  8.20,-102,-23.43
  0.10,  9.25,-101,-22.83
  0.07,  6.41,-100,-24.78
  0.06, 11.66,-99,-21.41
  0.08, 12.12,-98,-20.54
  0.11,  8.83,-97,-21.66
  0.14, 13.06,-96,-18.10
  0.19, 10.09,-95,-18.60
  0.24, 10.09,-94,-17.42
